"priorfile","species","type","comparison","chosen","priorShip","post","oob"
"/home/stranda/projects/co_move/flat_priors.csv","Undaria_pinnatifida","untrans","ShipVadmix","g2",0.5,0.762628333333333,0.018424096181851
"/home/stranda/projects/co_move/flat_priors.csv","Undaria_pinnatifida","pca","ShipVML","g2",0.5,0.76419641025641,0.0213881930093934
"/home/stranda/projects/co_move/flat_priors.csv","Undaria_pinnatifida","untrans","ShipVML","g1",0.5,0.853648333333333,0.0101418824534466
"/home/stranda/projects/co_move/flat_priors.csv","Undaria_pinnatifida","pca","AdmixVML","g1",0.5,0.773638333333333,0.345673428704765
"/home/stranda/projects/co_move/flat_priors.csv","Undaria_pinnatifida","untrans","AdmixVML","g1",0.5,0.73056,0.292521043746795
"/home/stranda/projects/co_move/jim_priors3.csv","Undaria_pinnatifida","pca","ShipVadmix","g2",0.5,0.742230641025641,0.0252423565936747
"/home/stranda/projects/co_move/jim_priors3.csv","Undaria_pinnatifida","untrans","ShipVadmix","g2",0.5,0.759681666666667,0.0184375444272392
"/home/stranda/projects/co_move/jim_priors3.csv","Undaria_pinnatifida","pca","ShipVML","g2",0.5,0.753117380952381,0.0214632325494588
"/home/stranda/projects/co_move/jim_priors3.csv","Undaria_pinnatifida","untrans","ShipVML","g1",0.5,0.852133333333333,0.0101976810858029
"/home/stranda/projects/co_move/jim_priors3.csv","Undaria_pinnatifida","pca","AdmixVML","g1",0.5,0.77728,0.345621575529911
"/home/stranda/projects/co_move/jim_priors3.csv","Undaria_pinnatifida","untrans","AdmixVML","g1",0.5,0.745195,0.292613227168759
"/home/stranda/projects/co_move/jim_priors1.csv","Undaria_pinnatifida","pca","ShipVadmix","g2",0.5,0.727121666666667,0.0252058542133353
"/home/stranda/projects/co_move/jim_priors1.csv","Undaria_pinnatifida","untrans","ShipVadmix","g2",0.5,0.754958333333333,0.0184490714947148
"/home/stranda/projects/co_move/jim_priors1.csv","Undaria_pinnatifida","pca","ShipVML","g2",0.5,0.768382807017544,0.0214613084586878
"/home/stranda/projects/co_move/jim_priors1.csv","Undaria_pinnatifida","untrans","ShipVML","g1",0.5,0.84358,0.0101110970011121
"/home/stranda/projects/co_move/jim_priors1.csv","Undaria_pinnatifida","pca","AdmixVML","g1",0.5,0.771983333333333,0.345442970149856
"/home/stranda/projects/co_move/jim_priors1.csv","Undaria_pinnatifida","untrans","AdmixVML","g1",0.5,0.737055,0.292106218347958
"/home/stranda/projects/co_move/jim_priors2.csv","Undaria_pinnatifida","pca","ShipVadmix","g2",0.5,0.718345,0.0251501400538698
"/home/stranda/projects/co_move/jim_priors2.csv","Undaria_pinnatifida","untrans","ShipVadmix","g2",0.5,0.753875,0.0184029632248124
"/home/stranda/projects/co_move/jim_priors2.csv","Undaria_pinnatifida","pca","ShipVML","g2",0.5,0.760952863247863,0.0214747770940842
"/home/stranda/projects/co_move/jim_priors2.csv","Undaria_pinnatifida","untrans","ShipVML","g1",0.5,0.846668333333333,0.0101476547257593
"/home/stranda/projects/co_move/jim_priors2.csv","Undaria_pinnatifida","pca","AdmixVML","g1",0.5,0.776543333333333,0.345880841404184
"/home/stranda/projects/co_move/jim_priors2.csv","Undaria_pinnatifida","untrans","AdmixVML","g1",0.5,0.73545,0.292768786693323
"/home/stranda/projects/co_move/jim_priors1.csv","Batillaria_attramentaria","pca","ShipVadmix","g1",0.1,0.737345,0.0365657487664274
"/home/stranda/projects/co_move/jim_priors1.csv","Batillaria_attramentaria","untrans","ShipVadmix","g1",0.1,0.674123333333334,0.0329108573095959
"/home/stranda/projects/co_move/jim_priors1.csv","Batillaria_attramentaria","pca","ShipVML","g1",0.1,0.725826666666667,0.0253379865610886
"/home/stranda/projects/co_move/jim_priors1.csv","Batillaria_attramentaria","untrans","ShipVML","g2",0.1,0.746191666666666,0.0195270717072887
"/home/stranda/projects/co_move/jim_priors1.csv","Batillaria_attramentaria","pca","AdmixVML","g1",0.5,0.59572,0.3496965424658
"/home/stranda/projects/co_move/jim_priors1.csv","Batillaria_attramentaria","untrans","AdmixVML","g1",0.5,0.5863,0.345158019788633
"/home/stranda/projects/co_move/flat_priors.csv","Batillaria_attramentaria","pca","ShipVadmix","g1",0.5,0.725205,0.0365769715651689
"/home/stranda/projects/co_move/flat_priors.csv","Batillaria_attramentaria","untrans","ShipVadmix","g2",0.5,0.673863333333334,0.0329108573095959
"/home/stranda/projects/co_move/flat_priors.csv","Batillaria_attramentaria","pca","ShipVML","g1",0.5,0.71943,0.0253248736004256
"/home/stranda/projects/co_move/flat_priors.csv","Batillaria_attramentaria","untrans","ShipVML","g2",0.5,0.732418333333333,0.0195832701101301
"/home/stranda/projects/co_move/flat_priors.csv","Batillaria_attramentaria","pca","AdmixVML","g1",0.5,0.610141666666667,0.350303176685025
"/home/stranda/projects/co_move/flat_priors.csv","Batillaria_attramentaria","untrans","AdmixVML","g2",0.5,0.587026666666666,0.345427634997177
"/home/stranda/projects/co_move/jim_priors2.csv","Batillaria_attramentaria","pca","ShipVadmix","g1",0.05,0.729188095238095,0.0365077643062627
"/home/stranda/projects/co_move/jim_priors2.csv","Batillaria_attramentaria","untrans","ShipVadmix","g2",0.05,0.672745,0.032882800312742
"/home/stranda/projects/co_move/jim_priors2.csv","Batillaria_attramentaria","pca","ShipVML","g1",0.05,0.73436,0.0252799148781525
"/home/stranda/projects/co_move/jim_priors2.csv","Batillaria_attramentaria","untrans","ShipVML","g2",0.05,0.738408333333333,0.0195945097906984
"/home/stranda/projects/co_move/jim_priors2.csv","Batillaria_attramentaria","pca","AdmixVML","g1",0.5,0.60538,0.350154326621974
"/home/stranda/projects/co_move/jim_priors2.csv","Batillaria_attramentaria","untrans","AdmixVML","g1",0.5,0.584906666666667,0.345775887974881
"/home/stranda/projects/co_move/jim_priors3.csv","Batillaria_attramentaria","pca","ShipVadmix","g2",0.01,0.72086,0.0365769715651689
"/home/stranda/projects/co_move/jim_priors3.csv","Batillaria_attramentaria","untrans","ShipVadmix","g2",0.01,0.675331666666667,0.0329220801083374
"/home/stranda/projects/co_move/jim_priors3.csv","Batillaria_attramentaria","pca","ShipVML","g1",0.01,0.730138333333334,0.0253267468805203
"/home/stranda/projects/co_move/jim_priors3.csv","Batillaria_attramentaria","untrans","ShipVML","g2",0.01,0.736871666666666,0.0195439312281412
"/home/stranda/projects/co_move/jim_priors3.csv","Batillaria_attramentaria","pca","AdmixVML","g1",0.5,0.606470000000001,0.349525224468704
"/home/stranda/projects/co_move/jim_priors3.csv","Batillaria_attramentaria","untrans","AdmixVML","g1",0.5,0.591056666666667,0.345832057809994
"/home/stranda/projects/co_move/jim_priors1.csv","Haminoea_japonica","pca","ShipVadmix","g2",0.1,0.772283712121212,0.0120460534393683
"/home/stranda/projects/co_move/jim_priors1.csv","Haminoea_japonica","untrans","ShipVadmix","g2",0.1,0.880715,0.00924657857702806
"/home/stranda/projects/co_move/jim_priors1.csv","Haminoea_japonica","pca","ShipVML","g2",0.1,0.811688811058917,0.00991722438474906
"/home/stranda/projects/co_move/jim_priors1.csv","Haminoea_japonica","untrans","ShipVML","g2",0.1,0.893303333333333,0.00589071052686198
"/home/stranda/projects/co_move/jim_priors1.csv","Haminoea_japonica","pca","AdmixVML","g2",0.5,0.594675178571429,0.186080349661435
"/home/stranda/projects/co_move/jim_priors1.csv","Haminoea_japonica","untrans","AdmixVML","g2",0.5,0.540798333333333,0.157262721652286
"/home/stranda/projects/co_move/jim_priors3.csv","Haminoea_japonica","pca","ShipVadmix","g2",0.01,0.769493261183261,0.0120026067984548
"/home/stranda/projects/co_move/jim_priors3.csv","Haminoea_japonica","untrans","ShipVadmix","g2",0.01,0.891541666666666,0.00929002521794157
"/home/stranda/projects/co_move/jim_priors3.csv","Haminoea_japonica","pca","ShipVML","g2",0.01,0.808974992784993,0.00987382709387211
"/home/stranda/projects/co_move/jim_priors3.csv","Haminoea_japonica","untrans","ShipVML","g2",0.01,0.908525,0.005907692075466
"/home/stranda/projects/co_move/jim_priors3.csv","Haminoea_japonica","pca","AdmixVML","g2",0.5,0.598392042124543,0.186094503702697
"/home/stranda/projects/co_move/jim_priors3.csv","Haminoea_japonica","untrans","AdmixVML","g2",0.5,0.545828333333333,0.157053241841611
"/home/stranda/projects/co_move/jim_priors2.csv","Haminoea_japonica","pca","ShipVadmix","g2",0.05,0.759296634199134,0.0120177186735552
"/home/stranda/projects/co_move/jim_priors2.csv","Haminoea_japonica","untrans","ShipVadmix","g2",0.05,0.882795,0.00929569217110421
"/home/stranda/projects/co_move/jim_priors2.csv","Haminoea_japonica","pca","ShipVML","g2",0.05,0.811399848484848,0.00989080864247614
"/home/stranda/projects/co_move/jim_priors2.csv","Haminoea_japonica","untrans","ShipVML","g2",0.05,0.904323333333333,0.00588316317192686
"/home/stranda/projects/co_move/jim_priors2.csv","Haminoea_japonica","pca","AdmixVML","g2",0.5,0.591668232600733,0.186102996127454
"/home/stranda/projects/co_move/jim_priors2.csv","Haminoea_japonica","untrans","AdmixVML","g2",0.5,0.54699,0.15729102973481
"/home/stranda/projects/co_move/flat_priors.csv","Haminoea_japonica","pca","ShipVadmix","g2",0.5,0.75924060994561,0.0120668322676313
"/home/stranda/projects/co_move/flat_priors.csv","Haminoea_japonica","untrans","ShipVadmix","g2",0.5,0.887608333333333,0.00925224553019069
"/home/stranda/projects/co_move/flat_priors.csv","Haminoea_japonica","pca","ShipVML","g2",0.5,0.799683895344421,0.00986061922273565
"/home/stranda/projects/co_move/flat_priors.csv","Haminoea_japonica","untrans","ShipVML","g2",0.5,0.89761,0.00588316317192686
"/home/stranda/projects/co_move/flat_priors.csv","Haminoea_japonica","pca","AdmixVML","g2",0.5,0.59463105006105,0.186187920375025
"/home/stranda/projects/co_move/flat_priors.csv","Haminoea_japonica","untrans","AdmixVML","g2",0.5,0.545966666666667,0.156940009511516
"/home/stranda/projects/co_move/jim_priors1.csv","Mutimo_cylindricus","pca","ShipVadmix","g1",0.9,0.536287896825396,0.247929604696994
"/home/stranda/projects/co_move/jim_priors1.csv","Mutimo_cylindricus","untrans","ShipVadmix","g1",0.9,0.530493333333333,0.233661293387029
"/home/stranda/projects/co_move/jim_priors1.csv","Mutimo_cylindricus","pca","ShipVML","g2",0.9,0.613981688311689,0.177202261467796
"/home/stranda/projects/co_move/jim_priors1.csv","Mutimo_cylindricus","untrans","ShipVML","g1",0.9,0.674565,0.157355816545029
"/home/stranda/projects/co_move/jim_priors1.csv","Mutimo_cylindricus","pca","AdmixVML","g2",0.5,0.534855943500944,0.380221858377706
"/home/stranda/projects/co_move/jim_priors1.csv","Mutimo_cylindricus","untrans","AdmixVML","g1",0.5,0.62512,0.374701896981175
"/home/stranda/projects/co_move/jim_priors2.csv","Mutimo_cylindricus","pca","ShipVadmix","g1",0.95,0.551767835497836,0.247797352725322
"/home/stranda/projects/co_move/jim_priors2.csv","Mutimo_cylindricus","untrans","ShipVadmix","g1",0.95,0.546923333333332,0.233758153986
"/home/stranda/projects/co_move/jim_priors2.csv","Mutimo_cylindricus","pca","ShipVML","g1",0.95,0.597276544844045,0.17733992897101
"/home/stranda/projects/co_move/jim_priors2.csv","Mutimo_cylindricus","untrans","ShipVML","g1",0.95,0.682216666666667,0.157519529251554
"/home/stranda/projects/co_move/jim_priors2.csv","Mutimo_cylindricus","pca","AdmixVML","g2",0.5,0.510935216450217,0.38024975105783
"/home/stranda/projects/co_move/jim_priors2.csv","Mutimo_cylindricus","untrans","AdmixVML","g2",0.5,0.608323333333333,0.37490551354608
"/home/stranda/projects/co_move/flat_priors.csv","Mutimo_cylindricus","pca","ShipVadmix","g1",0.5,0.540435569985569,0.24754216230111
"/home/stranda/projects/co_move/flat_priors.csv","Mutimo_cylindricus","untrans","ShipVadmix","g1",0.5,0.540653333333334,0.233754428578347
"/home/stranda/projects/co_move/flat_priors.csv","Mutimo_cylindricus","pca","ShipVML","g1",0.5,0.613183419913421,0.177124125857864
"/home/stranda/projects/co_move/flat_priors.csv","Mutimo_cylindricus","untrans","ShipVML","g1",0.5,0.678476666666667,0.157504646278233
"/home/stranda/projects/co_move/flat_priors.csv","Mutimo_cylindricus","pca","AdmixVML","g1",0.5,0.561278946608946,0.380760187104098
"/home/stranda/projects/co_move/flat_priors.csv","Mutimo_cylindricus","untrans","AdmixVML","g1",0.5,0.62505,0.374671215033039
"/home/stranda/projects/co_move/jim_priors3.csv","Mutimo_cylindricus","pca","ShipVadmix","g1",0.99,0.534448398268397,0.247251580504197
"/home/stranda/projects/co_move/jim_priors3.csv","Mutimo_cylindricus","untrans","ShipVadmix","g1",0.99,0.531035000000001,0.233625902014328
"/home/stranda/projects/co_move/jim_priors3.csv","Mutimo_cylindricus","pca","ShipVML","g1",0.99,0.600379868742369,0.177241329272762
"/home/stranda/projects/co_move/jim_priors3.csv","Mutimo_cylindricus","untrans","ShipVML","g1",0.99,0.669458333333334,0.157365118403355
"/home/stranda/projects/co_move/jim_priors3.csv","Mutimo_cylindricus","pca","AdmixVML","g1",0.5,0.535870804195805,0.381262255346329
"/home/stranda/projects/co_move/jim_priors3.csv","Mutimo_cylindricus","untrans","AdmixVML","g2",0.5,0.621813333333333,0.37452059456037
"/home/stranda/projects/co_move/jim_priors1.csv","Acanthogobius_flavimanus","pca","ShipVadmix","g1",0.9,0.663226666666667,0.257616242876981
"/home/stranda/projects/co_move/jim_priors1.csv","Acanthogobius_flavimanus","untrans","ShipVadmix","g1",0.9,0.528215,0.226816070487957
"/home/stranda/projects/co_move/jim_priors1.csv","Acanthogobius_flavimanus","pca","ShipVML","g1",0.9,0.700654880952381,0.189017219253385
"/home/stranda/projects/co_move/jim_priors1.csv","Acanthogobius_flavimanus","untrans","ShipVML","g1",0.9,0.618985,0.158736999367925
"/home/stranda/projects/co_move/jim_priors1.csv","Acanthogobius_flavimanus","pca","AdmixVML","g1",0.5,0.63862,0.348036184257834
"/home/stranda/projects/co_move/jim_priors1.csv","Acanthogobius_flavimanus","untrans","AdmixVML","g1",0.5,0.566375,0.343848244718335
"/home/stranda/projects/co_move/flat_priors.csv","Acanthogobius_flavimanus","pca","ShipVadmix","g1",0.5,0.641006341991342,0.257583680505674
"/home/stranda/projects/co_move/flat_priors.csv","Acanthogobius_flavimanus","untrans","ShipVadmix","g1",0.5,0.53897,0.227003782981372
"/home/stranda/projects/co_move/flat_priors.csv","Acanthogobius_flavimanus","pca","ShipVML","g1",0.5,0.713253203463204,0.18861307437415
"/home/stranda/projects/co_move/flat_priors.csv","Acanthogobius_flavimanus","untrans","ShipVML","g1",0.5,0.620688333333334,0.158595261353407
"/home/stranda/projects/co_move/flat_priors.csv","Acanthogobius_flavimanus","pca","AdmixVML","g1",0.5,0.643778333333333,0.34820301151971
"/home/stranda/projects/co_move/flat_priors.csv","Acanthogobius_flavimanus","untrans","AdmixVML","g1",0.5,0.562546666666667,0.344242302216214
"/home/stranda/projects/co_move/jim_priors3.csv","Acanthogobius_flavimanus","pca","ShipVadmix","g1",0.99,0.654968690476192,0.25752430206388
"/home/stranda/projects/co_move/jim_priors3.csv","Acanthogobius_flavimanus","untrans","ShipVadmix","g1",0.99,0.533035000000001,0.226817985921563
"/home/stranda/projects/co_move/jim_priors3.csv","Acanthogobius_flavimanus","pca","ShipVML","g1",0.99,0.700597500000001,0.18861307437415
"/home/stranda/projects/co_move/jim_priors3.csv","Acanthogobius_flavimanus","untrans","ShipVML","g1",0.99,0.614598333333333,0.158897891168189
"/home/stranda/projects/co_move/jim_priors3.csv","Acanthogobius_flavimanus","pca","AdmixVML","g1",0.5,0.64418119047619,0.348277796154344
"/home/stranda/projects/co_move/jim_priors3.csv","Acanthogobius_flavimanus","untrans","AdmixVML","g1",0.5,0.56071,0.344184775574188
"/home/stranda/projects/co_move/jim_priors2.csv","Acanthogobius_flavimanus","pca","ShipVadmix","g1",0.95,0.653486428571429,0.257767562131878
"/home/stranda/projects/co_move/jim_priors2.csv","Acanthogobius_flavimanus","untrans","ShipVadmix","g1",0.95,0.537053333333333,0.227007613848585
"/home/stranda/projects/co_move/jim_priors2.csv","Acanthogobius_flavimanus","pca","ShipVML","g1",0.95,0.693646666666667,0.188963588653297
"/home/stranda/projects/co_move/jim_priors2.csv","Acanthogobius_flavimanus","untrans","ShipVML","g1",0.95,0.617933333333334,0.158562699917639
"/home/stranda/projects/co_move/jim_priors2.csv","Acanthogobius_flavimanus","pca","AdmixVML","g1",0.5,0.637158333333333,0.347659384752564
"/home/stranda/projects/co_move/jim_priors2.csv","Acanthogobius_flavimanus","untrans","AdmixVML","g1",0.5,0.55816,0.344202033566796
"/home/stranda/projects/co_move/jim_priors1.csv","Didemnum_vexillum","pca","ShipVadmix","g2",0.9,0.827375,0.029794515407592
"/home/stranda/projects/co_move/jim_priors1.csv","Didemnum_vexillum","untrans","ShipVadmix","g2",0.9,0.899613333333333,0.0265317532984105
"/home/stranda/projects/co_move/jim_priors1.csv","Didemnum_vexillum","pca","ShipVML","g2",0.9,0.906816666666666,0.010881668185039
"/home/stranda/projects/co_move/jim_priors1.csv","Didemnum_vexillum","untrans","ShipVML","g2",0.9,0.939873333333333,0.00918521517772454
"/home/stranda/projects/co_move/jim_priors1.csv","Didemnum_vexillum","pca","AdmixVML","g2",0.5,0.663825476190477,0.0753199268738574
"/home/stranda/projects/co_move/jim_priors1.csv","Didemnum_vexillum","untrans","AdmixVML","g2",0.5,0.693726666666667,0.0690620165940093
"/home/stranda/projects/co_move/flat_priors.csv","Didemnum_vexillum","pca","ShipVadmix","g2",0.5,0.825530714285714,0.0297307236239737
"/home/stranda/projects/co_move/flat_priors.csv","Didemnum_vexillum","untrans","ShipVadmix","g2",0.5,0.893755,0.0265899163952389
"/home/stranda/projects/co_move/flat_priors.csv","Didemnum_vexillum","pca","ShipVML","g2",0.5,0.908046666666666,0.0108854172524585
"/home/stranda/projects/co_move/flat_priors.csv","Didemnum_vexillum","untrans","ShipVML","g2",0.5,0.937503333333333,0.00915897170578818
"/home/stranda/projects/co_move/flat_priors.csv","Didemnum_vexillum","pca","AdmixVML","g2",0.5,0.661822500000001,0.0752496132752074
"/home/stranda/projects/co_move/flat_priors.csv","Didemnum_vexillum","untrans","AdmixVML","g2",0.5,0.694395,0.0689720151877373
"/home/stranda/projects/co_move/jim_priors3.csv","Didemnum_vexillum","pca","ShipVadmix","g2",0.99,0.816241666666667,0.029721342479324
"/home/stranda/projects/co_move/jim_priors3.csv","Didemnum_vexillum","untrans","ShipVadmix","g1",0.99,0.89882,0.0265880401663089
"/home/stranda/projects/co_move/jim_priors3.csv","Didemnum_vexillum","pca","ShipVML","g2",0.99,0.901563333333333,0.0108947899210071
"/home/stranda/projects/co_move/jim_priors3.csv","Didemnum_vexillum","untrans","ShipVML","g2",0.99,0.935638333333333,0.00914959903723949
"/home/stranda/projects/co_move/jim_priors3.csv","Didemnum_vexillum","pca","AdmixVML","g2",0.5,0.656838650793652,0.0752552383630994
"/home/stranda/projects/co_move/jim_priors3.csv","Didemnum_vexillum","untrans","AdmixVML","g2",0.5,0.694358333333334,0.0690451413303333
"/home/stranda/projects/co_move/jim_priors2.csv","Didemnum_vexillum","pca","ShipVadmix","g2",0.95,0.823403333333333,0.0297607432868529
"/home/stranda/projects/co_move/jim_priors2.csv","Didemnum_vexillum","untrans","ShipVadmix","g2",0.95,0.894586666666667,0.0265017336355313
"/home/stranda/projects/co_move/jim_priors2.csv","Didemnum_vexillum","pca","ShipVML","g2",0.95,0.905985174129353,0.0108910408535877
"/home/stranda/projects/co_move/jim_priors2.csv","Didemnum_vexillum","untrans","ShipVML","g2",0.95,0.935163333333333,0.00913835183498105
"/home/stranda/projects/co_move/jim_priors2.csv","Didemnum_vexillum","pca","AdmixVML","g2",0.5,0.660095000000001,0.0752186752918014
"/home/stranda/projects/co_move/jim_priors2.csv","Didemnum_vexillum","untrans","AdmixVML","g2",0.5,0.694121666666667,0.0690535789621713
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_takanoi","pca","ShipVadmix","g2",0.5,0.834321465201465,0.0280653115022327
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_takanoi","untrans","ShipVadmix","g2",0.5,0.909606666666667,0.0262113344468558
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_takanoi","pca","ShipVML","g2",0.5,0.85215119047619,0.0222616386156138
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_takanoi","untrans","ShipVML","g2",0.5,0.926743333333333,0.0195906205810363
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_takanoi","pca","AdmixVML","g2",0.5,0.589281666666666,0.370736027568744
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_takanoi","untrans","AdmixVML","g1",0.5,0.53586,0.366940783404252
"/home/stranda/projects/co_move/jim_priors1.csv","Hemigrapsus_takanoi","pca","ShipVadmix","g2",0.9,0.834781147186147,0.0279952429107629
"/home/stranda/projects/co_move/jim_priors1.csv","Hemigrapsus_takanoi","untrans","ShipVadmix","g2",0.9,0.898855,0.0262321656497252
"/home/stranda/projects/co_move/jim_priors1.csv","Hemigrapsus_takanoi","pca","ShipVML","g2",0.9,0.85461068627451,0.0221934907423007
"/home/stranda/projects/co_move/jim_priors1.csv","Hemigrapsus_takanoi","untrans","ShipVML","g2",0.9,0.927541666666667,0.0195149007217996
"/home/stranda/projects/co_move/jim_priors1.csv","Hemigrapsus_takanoi","pca","AdmixVML","g2",0.5,0.593998333333334,0.372135470630147
"/home/stranda/projects/co_move/jim_priors1.csv","Hemigrapsus_takanoi","untrans","AdmixVML","g1",0.5,0.543368333333333,0.365606628761535
"/home/stranda/projects/co_move/jim_priors3.csv","Hemigrapsus_takanoi","pca","ShipVadmix","g2",0.99,0.838468235294118,0.0280690989936635
"/home/stranda/projects/co_move/jim_priors3.csv","Hemigrapsus_takanoi","untrans","ShipVadmix","g2",0.99,0.913301666666667,0.0262889780211872
"/home/stranda/projects/co_move/jim_priors3.csv","Hemigrapsus_takanoi","pca","ShipVML","g2",0.99,0.854404190907132,0.0222313506719191
"/home/stranda/projects/co_move/jim_priors3.csv","Hemigrapsus_takanoi","untrans","ShipVML","g2",0.99,0.930726666666667,0.0195868345880745
"/home/stranda/projects/co_move/jim_priors3.csv","Hemigrapsus_takanoi","pca","AdmixVML","g2",0.5,0.592751666666667,0.371652904057249
"/home/stranda/projects/co_move/jim_priors3.csv","Hemigrapsus_takanoi","untrans","AdmixVML","g1",0.5,0.52978,0.366302092351888
"/home/stranda/projects/co_move/jim_priors2.csv","Hemigrapsus_takanoi","pca","ShipVadmix","g2",0.95,0.841195897435897,0.0280028178936245
"/home/stranda/projects/co_move/jim_priors2.csv","Hemigrapsus_takanoi","untrans","ShipVadmix","g2",0.95,0.916648333333333,0.0261923969897018
"/home/stranda/projects/co_move/jim_priors2.csv","Hemigrapsus_takanoi","pca","ShipVML","g2",0.95,0.847738333333333,0.022257852622652
"/home/stranda/projects/co_move/jim_priors2.csv","Hemigrapsus_takanoi","untrans","ShipVML","g2",0.95,0.930828333333333,0.0195792626021508
"/home/stranda/projects/co_move/jim_priors2.csv","Hemigrapsus_takanoi","pca","AdmixVML","g2",0.5,0.591034778911565,0.371684128953143
"/home/stranda/projects/co_move/jim_priors2.csv","Hemigrapsus_takanoi","untrans","AdmixVML","g1",0.5,0.529173333333333,0.366216933544906
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_sanguineus","pca","ShipVadmix","g1",0.5,0.863,0.0280299077788948
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_sanguineus","untrans","ShipVadmix","g1",0.5,0.71754,0.0266446824252715
"/home/stranda/projects/co_move/flat_priors.csv","Hemigrapsus_sanguineus","pca","ShipVML","g1",0.5,0.850529393939394,0.0275479745683105
